heading,count,share,cum_share,rank
Economic Data,4,0.00023937761819269897,0.9599640933572703,449
Diaspora Issues,4,0.00023937761819269897,0.960203470975463,450
Marine Protected Areas,4,0.00023937761819269897,0.9604428485936557,451
Building Energy Rating,4,0.00023937761819269897,0.9606822262118484,452
Taxi Licences,4,0.00023937761819269897,0.9609216038300411,453
Departmental Offices,4,0.00023937761819269897,0.9611609814482338,454
Wage-setting Mechanisms,4,0.00023937761819269897,0.9614003590664265,455
National Educational Psychological Service,4,0.00023937761819269897,0.9616397366846192,456
Arts Policy,4,0.00023937761819269897,0.9618791143028119,457
National Parks,4,0.00023937761819269897,0.9621184919210046,458
Social Welfare Fraud,4,0.00023937761819269897,0.9623578695391973,459
Compulsory Purchase Orders,4,0.00023937761819269897,0.96259724715739,460
Departmental Priorities,4,0.00023937761819269897,0.9628366247755827,461
Universal Basic Income,4,0.00023937761819269897,0.9630760023937754,462
Office of Government Procurement,4,0.00023937761819269897,0.9633153800119681,463
School Attendance,4,0.00023937761819269897,0.9635547576301609,464
Proposed Legislation,4,0.00023937761819269897,0.9637941352483536,465
Maritime Safety,4,0.00023937761819269897,0.9640335128665463,466
Research and Development,4,0.00023937761819269897,0.964272890484739,467
Laboratory Facilities,4,0.00023937761819269897,0.9645122681029317,468
Land Development Agency,4,0.00023937761819269897,0.9647516457211244,469
Waterways Ireland,4,0.00023937761819269897,0.9649910233393171,470
Vehicle Registration,4,0.00023937761819269897,0.9652304009575098,471
Heritage Schemes,4,0.00023937761819269897,0.9654697785757025,472
Road Signage,4,0.00023937761819269897,0.9657091561938952,473
Animal Culls,4,0.00023937761819269897,0.9659485338120879,474
Assisted Decision-Making,4,0.00023937761819269897,0.9661879114302806,475
EU Programmes,4,0.00023937761819269897,0.9664272890484733,476
Citizenship Ceremonies,4,0.00023937761819269897,0.966666666666666,477
World Economic Forum,4,0.00023937761819269897,0.9669060442848587,478
School Discipline,4,0.00023937761819269897,0.9671454219030514,479
Policing Authority,4,0.00023937761819269897,0.9673847995212441,480
Sheepmeat Sector,4,0.00023937761819269897,0.9676241771394368,481
Equal Opportunities Employment,4,0.00023937761819269897,0.9678635547576295,482
Misuse of Drugs,4,0.00023937761819269897,0.9681029323758222,483
Cannabis for Medicinal Use,4,0.00023937761819269897,0.9683423099940149,484
Paternity Leave,4,0.00023937761819269897,0.9685816876122076,485
Probate Applications,4,0.00023937761819269897,0.9688210652304003,486
Business Regulation,3,0.00017953321364452425,0.9690005984440448,487
Fuel Poverty,3,0.00017953321364452425,0.9691801316576893,488
Court Accommodation,3,0.00017953321364452425,0.9693596648713338,489
Digital Hubs,3,0.00017953321364452425,0.9695391980849783,490
School Textbooks,3,0.00017953321364452425,0.9697187312986228,491
National Archives,3,0.00017953321364452425,0.9698982645122673,492
Emergency Accommodation,3,0.00017953321364452425,0.9700777977259119,493
Visa Agreements,3,0.00017953321364452425,0.9702573309395564,494
Peace Commissioners,3,0.00017953321364452425,0.9704368641532009,495
Electricity Generation,3,0.00017953321364452425,0.9706163973668454,496
Veterinary Services,3,0.00017953321364452425,0.9707959305804899,497
Livestock Issues,3,0.00017953321364452425,0.9709754637941344,498
Psychological Assessments,3,0.00017953321364452425,0.9711549970077789,499
Departmental Legal Services,3,0.00017953321364452425,0.9713345302214234,500
National Children's Hospital,3,0.00017953321364452425,0.9715140634350679,501
Substance Misuse,3,0.00017953321364452425,0.9716935966487124,502
Third Level Staff,3,0.00017953321364452425,0.9718731298623569,503
Media Sector,3,0.00017953321364452425,0.9720526630760014,504
Public Services Card,3,0.00017953321364452425,0.9722321962896459,505
Pupil-Teacher Ratio,3,0.00017953321364452425,0.9724117295032904,506
Postal Services,3,0.00017953321364452425,0.9725912627169349,507
Farm Inspections,3,0.00017953321364452425,0.9727707959305794,508
Arts Centres,3,0.00017953321364452425,0.9729503291442239,509
Emergency Planning,3,0.00017953321364452425,0.9731298623578684,510
Departmental Administrative Arrangements,3,0.00017953321364452425,0.9733093955715129,511
Turf Cutting,3,0.00017953321364452425,0.9734889287851574,512
Probation and Welfare Service,3,0.00017953321364452425,0.9736684619988019,513
World Bank,3,0.00017953321364452425,0.9738479952124464,514
House Sales,3,0.00017953321364452425,0.9740275284260909,515
Third Level Admissions,3,0.00017953321364452425,0.9742070616397354,516
Stardust Fire,3,0.00017953321364452425,0.9743865948533799,517
Census of Population,3,0.00017953321364452425,0.9745661280670244,518
Offshore Renewable Energy Development Plan,3,0.00017953321364452425,0.9747456612806689,519
Direct Provision System,3,0.00017953321364452425,0.9749251944943134,520
School Costs,3,0.00017953321364452425,0.9751047277079579,521
National Cultural Institutions,3,0.00017953321364452425,0.9752842609216024,522
Cross-Border Co-operation,3,0.00017953321364452425,0.9754637941352469,523
Election Monitoring Missions,3,0.00017953321364452425,0.9756433273488914,524
Seirbhísí Sláinte,3,0.00017953321364452425,0.9758228605625359,525
Exchequer Savings,3,0.00017953321364452425,0.9760023937761804,526
Undocumented Irish in the USA,3,0.00017953321364452425,0.9761819269898249,527
Seaweed Harvesting,3,0.00017953321364452425,0.9763614602034694,528
Biotechnology Industry,3,0.00017953321364452425,0.9765409934171139,529
Airport Security,3,0.00017953321364452425,0.9767205266307584,530
Question Heading for question(s)  515,3,0.00017953321364452425,0.9769000598444029,531
Universal Social Charge,3,0.00017953321364452425,0.9770795930580474,532
State Claims Agency,3,0.00017953321364452425,0.9772591262716919,533
Family Support Services,3,0.00017953321364452425,0.9774386594853364,534
Question Heading for question(s)  275,3,0.00017953321364452425,0.9776181926989809,535
Heritage Projects,3,0.00017953321364452425,0.9777977259126254,536
Care Orders,3,0.00017953321364452425,0.9779772591262699,537
Scoileanna Lán-Ghaeilge,3,0.00017953321364452425,0.9781567923399144,538
Living Wage,2,0.00011968880909634949,0.9782764811490107,539
Economic Growth,2,0.00011968880909634949,0.978396169958107,540
Trade Promotion,2,0.00011968880909634949,0.9785158587672033,541
Cycling Facilities,2,0.00011968880909634949,0.9786355475762996,542
Fiscal Data,2,0.00011968880909634949,0.9787552363853959,543
National Monuments,2,0.00011968880909634949,0.9788749251944922,544
Noise Pollution,2,0.00011968880909634949,0.9789946140035884,545
European Court of Human Rights,2,0.00011968880909634949,0.9791143028126847,546
School Patronage,2,0.00011968880909634949,0.979233991621781,547
Quarrying Sector,2,0.00011968880909634949,0.9793536804308773,548
Social Welfare Application Forms,2,0.00011968880909634949,0.9794733692399736,549
General Register Office,2,0.00011968880909634949,0.9795930580490699,550
Nitrates Usage,2,0.00011968880909634949,0.9797127468581662,551
Wildlife Regulations,2,0.00011968880909634949,0.9798324356672625,552
Ombudsman for Children,2,0.00011968880909634949,0.9799521244763588,553
Freedom of Information,2,0.00011968880909634949,0.9800718132854551,554
Site Acquisitions,2,0.00011968880909634949,0.9801915020945514,555
Wildlife Protection,2,0.00011968880909634949,0.9803111909036477,556
After-School Support Services,2,0.00011968880909634949,0.980430879712744,557
Dormant Accounts Fund,2,0.00011968880909634949,0.9805505685218403,558
Gaeltacht Policy,2,0.00011968880909634949,0.9806702573309366,559
Septic Tanks,2,0.00011968880909634949,0.9807899461400329,560
Archaeological Sites,2,0.00011968880909634949,0.9809096349491292,561
Arts Council,2,0.00011968880909634949,0.9810293237582255,562
Film Industry,2,0.00011968880909634949,0.9811490125673218,563
Ceisteanna Craolacháin,2,0.00011968880909634949,0.9812687013764181,564
Broadcasting Sector,2,0.00011968880909634949,0.9813883901855144,565
Trade Missions,2,0.00011968880909634949,0.9815080789946107,566
Personal Injury Claims,2,0.00011968880909634949,0.981627767803707,567
National Council for Curriculum and Assessment,2,0.00011968880909634949,0.9817474566128033,568
Capitation Grants,2,0.00011968880909634949,0.9818671454218996,569
Scoileanna Gaeilge agus Gaeltachta,2,0.00011968880909634949,0.9819868342309959,570
Animal Passports,2,0.00011968880909634949,0.9821065230400922,571
Social Enterprise Sector,2,0.00011968880909634949,0.9822262118491885,572
Insurance Levy,2,0.00011968880909634949,0.9823459006582848,573
Water Supply,2,0.00011968880909634949,0.982465589467381,574
Building Regulations,2,0.00011968880909634949,0.9825852782764773,575
Mental Health Tribunals,2,0.00011968880909634949,0.9827049670855736,576
Drug Dealing,2,0.00011968880909634949,0.9828246558946699,577
Humanitarian Access,2,0.00011968880909634949,0.9829443447037662,578
National Gallery,2,0.00011968880909634949,0.9830640335128625,579
St. Patrick's Day Celebrations,2,0.00011968880909634949,0.9831837223219588,580
Redundancy Payments,2,0.00011968880909634949,0.9833034111310551,581
Tillage Sector,2,0.00011968880909634949,0.9834230999401514,582
Hospital Inspections,2,0.00011968880909634949,0.9835427887492477,583
Technological Universities,2,0.00011968880909634949,0.983662477558344,584
International Students,2,0.00011968880909634949,0.9837821663674403,585
Women's Health,2,0.00011968880909634949,0.9839018551765366,586
Farm Safety,2,0.00011968880909634949,0.9840215439856329,587
Education Standards,2,0.00011968880909634949,0.9841412327947292,588
Departmental Surveys,2,0.00011968880909634949,0.9842609216038255,589
Electoral Commission,2,0.00011968880909634949,0.9843806104129218,590
Angling Sector,2,0.00011968880909634949,0.9845002992220181,591
Meteorological Services,2,0.00011968880909634949,0.9846199880311144,592
Soláthar Tithíochta,2,0.00011968880909634949,0.9847396768402107,593
Income Inequality,2,0.00011968880909634949,0.984859365649307,594
Jury Service,2,0.00011968880909634949,0.9849790544584033,595
Sentencing Policy,2,0.00011968880909634949,0.9850987432674996,596
Suicide Prevention,2,0.00011968880909634949,0.9852184320765959,597
Medical Records,2,0.00011968880909634949,0.9853381208856922,598
Medical Inquiries,2,0.00011968880909634949,0.9854578096947885,599
Scéimeanna Tacaíochta,2,0.00011968880909634949,0.9855774985038848,600
Tidy Towns,2,0.00011968880909634949,0.9856971873129811,601
North-South Ministerial Council,2,0.00011968880909634949,0.9858168761220774,602
School Inspections,2,0.00011968880909634949,0.9859365649311737,603
Official Travel,2,0.00011968880909634949,0.98605625374027,604
Economic Policy,2,0.00011968880909634949,0.9861759425493662,605
Public Service Obligation,2,0.00011968880909634949,0.9862956313584625,606
Transport Infrastructure Ireland,2,0.00011968880909634949,0.9864153201675588,607
Ministers and Secretaries Group,2,0.00011968880909634949,0.9865350089766551,608
Museum Projects,2,0.00011968880909634949,0.9866546977857514,609
Departmental Equipment,2,0.00011968880909634949,0.9867743865948477,610
Citizens' Assembly,2,0.00011968880909634949,0.986894075403944,611
Parliamentary Questions,2,0.00011968880909634949,0.9870137642130403,612
Youth Work Supports,2,0.00011968880909634949,0.9871334530221366,613
Traffic Fines,2,0.00011968880909634949,0.9872531418312329,614
Public Parks,2,0.00011968880909634949,0.9873728306403292,615
Commissions of Investigation,2,0.00011968880909634949,0.9874925194494255,616
Internet Safety,2,0.00011968880909634949,0.9876122082585218,617
Period Poverty,2,0.00011968880909634949,0.9877318970676181,618
Question Heading for question(s)  678,2,0.00011968880909634949,0.9878515858767144,619
National Standards Authority of Ireland,2,0.00011968880909634949,0.9879712746858107,620
Gender Balance,2,0.00011968880909634949,0.988090963494907,621
Labour Market,2,0.00011968880909634949,0.9882106523040033,622
Seized Property,2,0.00011968880909634949,0.9883303411130996,623
Air Quality,2,0.00011968880909634949,0.9884500299221959,624
Semi-State Bodies,2,0.00011968880909634949,0.9885697187312922,625
Farm Costs,2,0.00011968880909634949,0.9886894075403885,626
Childcare Qualifications,2,0.00011968880909634949,0.9888090963494848,627
Qualifications Recognition,2,0.00011968880909634949,0.9889287851585811,628
Community Employment Schemes,2,0.00011968880909634949,0.9890484739676774,629
Scoileanna DEIS,2,0.00011968880909634949,0.9891681627767737,630
Nuclear Proliferation,2,0.00011968880909634949,0.98928785158587,631
Cúrsaí Tithíochta,2,0.00011968880909634949,0.9894075403949663,632
Control of Dogs,2,0.00011968880909634949,0.9895272292040626,633
Poverty Data,1,5.984440454817474e-05,0.9895870736086108,634
Maritime Jurisdiction,1,5.984440454817474e-05,0.989646918013159,635
Transport of Animals,1,5.984440454817474e-05,0.9897067624177072,636
Motor Industry,1,5.984440454817474e-05,0.9897666068222554,637
Debt Collection,1,5.984440454817474e-05,0.9898264512268036,638
Consumer Rights,1,5.984440454817474e-05,0.9898862956313518,639
Youth Work Projects,1,5.984440454817474e-05,0.9899461400359,640
Bullying in Educational Institutions,1,5.984440454817474e-05,0.9900059844404482,641
Education Welfare Service,1,5.984440454817474e-05,0.9900658288449964,642
Early School Leavers,1,5.984440454817474e-05,0.9901256732495446,643
Election Management System,1,5.984440454817474e-05,0.9901855176540928,644
Constituency Commission,1,5.984440454817474e-05,0.990245362058641,645
Architectural Heritage,1,5.984440454817474e-05,0.9903052064631892,646
Allotments Provision,1,5.984440454817474e-05,0.9903650508677374,647
Inspector of Prisons,1,5.984440454817474e-05,0.9904248952722856,648
Legal Aid,1,5.984440454817474e-05,0.9904847396768338,649
Coillte Teoranta,1,5.984440454817474e-05,0.990544584081382,650
Assisted Animal Reproduction,1,5.984440454817474e-05,0.9906044284859302,651
Farm Household Incomes,1,5.984440454817474e-05,0.9906642728904784,652
Market Access,1,5.984440454817474e-05,0.9907241172950266,653
Digital Archiving,1,5.984440454817474e-05,0.9907839616995748,654
Library Services,1,5.984440454817474e-05,0.990843806104123,655
Hospital Complaints Procedures,1,5.984440454817474e-05,0.9909036505086712,656
National Emergency Plan,1,5.984440454817474e-05,0.9909634949132194,657
Nursing Education,1,5.984440454817474e-05,0.9910233393177676,658
Medical Internships,1,5.984440454817474e-05,0.9910831837223159,659
Courses Accreditation,1,5.984440454817474e-05,0.9911430281268641,660
Assisted Suicide,1,5.984440454817474e-05,0.9912028725314123,661
National Maternity Hospital,1,5.984440454817474e-05,0.9912627169359605,662
heading,1,5.984440454817474e-05,0.9913225613405087,663
Food Waste,1,5.984440454817474e-05,0.9913824057450569,664
First Aid Training,1,5.984440454817474e-05,0.9914422501496051,665
Patient Transport,1,5.984440454817474e-05,0.9915020945541533,666
Telecommunications Services,1,5.984440454817474e-05,0.9915619389587015,667
National Lottery,1,5.984440454817474e-05,0.9916217833632497,668
Departmental Records,1,5.984440454817474e-05,0.9916816277677979,669
Electoral Process,1,5.984440454817474e-05,0.9917414721723461,670
Property Registration,1,5.984440454817474e-05,0.9918013165768943,671
Succession Act,1,5.984440454817474e-05,0.9918611609814425,672
Transfer of Entitlements,1,5.984440454817474e-05,0.9919210053859907,673
Fishery Harbour Centres,1,5.984440454817474e-05,0.9919808497905389,674
Question Heading for question(s)  955,1,5.984440454817474e-05,0.9920406941950871,675
Voluntary Hospital Sector,1,5.984440454817474e-05,0.9921005385996353,676
Alcohol Advertising,1,5.984440454817474e-05,0.9921603830041835,677
Public Inquiries,1,5.984440454817474e-05,0.9922202274087317,678
Debt Restructuring,1,5.984440454817474e-05,0.9922800718132799,679
Tax Residency,1,5.984440454817474e-05,0.9923399162178281,680
Commemorative Events,1,5.984440454817474e-05,0.9923997606223763,681
Court Judgments,1,5.984440454817474e-05,0.9924596050269245,682
National Security Committee,1,5.984440454817474e-05,0.9925194494314727,683
Restorative Justice,1,5.984440454817474e-05,0.992579293836021,684
Communications Surveillance,1,5.984440454817474e-05,0.9926391382405692,685
Trade Sanctions,1,5.984440454817474e-05,0.9926989826451174,686
Radon Gas Levels,1,5.984440454817474e-05,0.9927588270496656,687
Energy Usage,1,5.984440454817474e-05,0.9928186714542138,688
National Vehicle and Driver File,1,5.984440454817474e-05,0.992878515858762,689
Labour Court,1,5.984440454817474e-05,0.9929383602633102,690
Oideachas Gaeltachta,1,5.984440454817474e-05,0.9929982046678584,691
Industrial Disputes,1,5.984440454817474e-05,0.9930580490724066,692
Refugee Resettlement Programme,1,5.984440454817474e-05,0.9931178934769548,693
Victim Support Services,1,5.984440454817474e-05,0.993177737881503,694
Hospital Acquired Infections,1,5.984440454817474e-05,0.9932375822860512,695
Seirbhísí Oileán,1,5.984440454817474e-05,0.9932974266905994,696
State Assets,1,5.984440454817474e-05,0.9933572710951476,697
Rented Dwellings Register,1,5.984440454817474e-05,0.9934171154996958,698
Student Visas,1,5.984440454817474e-05,0.993476959904244,699
Inshore Fisheries,1,5.984440454817474e-05,0.9935368043087922,700
Food Promotion,1,5.984440454817474e-05,0.9935966487133404,701
Control of Horses,1,5.984440454817474e-05,0.9936564931178886,702
Organic Farming,1,5.984440454817474e-05,0.9937163375224368,703
Expenditure Reviews,1,5.984440454817474e-05,0.993776181926985,704
Burial Grounds,1,5.984440454817474e-05,0.9938360263315332,705
Irish Communities Abroad,1,5.984440454817474e-05,0.9938958707360814,706
Fuel Prices,1,5.984440454817474e-05,0.9939557151406296,707
National Governing Bodies,1,5.984440454817474e-05,0.9940155595451778,708
Industrial Relations,1,5.984440454817474e-05,0.994075403949726,709
Grocery Industry,1,5.984440454817474e-05,0.9941352483542742,710
Sustainable Energy Communities,1,5.984440454817474e-05,0.9941950927588225,711
Control of Firearms,1,5.984440454817474e-05,0.9942549371633707,712
Court Procedures,1,5.984440454817474e-05,0.9943147815679189,713
Agricultural Colleges,1,5.984440454817474e-05,0.9943746259724671,714
Registration Certificate,1,5.984440454817474e-05,0.9944344703770153,715
Acht na dTeangacha Oifigiúla,1,5.984440454817474e-05,0.9944943147815635,716
Scéimeanna Teanga,1,5.984440454817474e-05,0.9945541591861117,717
Voluntary Sector,1,5.984440454817474e-05,0.9946140035906599,718
Rural Recreation Policy,1,5.984440454817474e-05,0.9946738479952081,719
Good Friday Agreement,1,5.984440454817474e-05,0.9947336923997563,720
Dublin-Monaghan Bombings,1,5.984440454817474e-05,0.9947935368043045,721
Office of the Attorney General,1,5.984440454817474e-05,0.9948533812088527,722
Anti-Racism Measures,1,5.984440454817474e-05,0.9949132256134009,723
Seanad Elections,1,5.984440454817474e-05,0.9949730700179491,724
Community Enterprise Centres,1,5.984440454817474e-05,0.9950329144224973,725
Regional Aid,1,5.984440454817474e-05,0.9950927588270455,726
Interest Rates,1,5.984440454817474e-05,0.9951526032315937,727
EU Budgets,1,5.984440454817474e-05,0.9952124476361419,728
Mortgage Interest Rates,1,5.984440454817474e-05,0.9952722920406901,729
Commemorative Plaques,1,5.984440454817474e-05,0.9953321364452383,730
Office of the Ombudsman,1,5.984440454817474e-05,0.9953919808497865,731
Single Euro Payments Area,1,5.984440454817474e-05,0.9954518252543347,732
Family Law Cases,1,5.984440454817474e-05,0.9955116696588829,733
Food Prices,1,5.984440454817474e-05,0.9955715140634311,734
Magdalen Laundries,1,5.984440454817474e-05,0.9956313584679793,735
Scientific Research,1,5.984440454817474e-05,0.9956912028725275,736
Tax Avoidance,1,5.984440454817474e-05,0.9957510472770758,737
Travel Documents,1,5.984440454817474e-05,0.995810891681624,738
Animal Slaughtering,1,5.984440454817474e-05,0.9958707360861722,739
Suicide Incidence,1,5.984440454817474e-05,0.9959305804907204,740
Cuanta agus Céanna,1,5.984440454817474e-05,0.9959904248952686,741
Stáisiúin Gharda,1,5.984440454817474e-05,0.9960502692998168,742
Inniúlacht sa Ghaeilge sa Státseirbhís,1,5.984440454817474e-05,0.996110113704365,743
Statutory Instruments,1,5.984440454817474e-05,0.9961699581089132,744
Question Heading for question(s)  537,1,5.984440454817474e-05,0.9962298025134614,745
Question Heading for question(s)  539,1,5.984440454817474e-05,0.9962896469180096,746
Foreign Birth Registration,1,5.984440454817474e-05,0.9963494913225578,747
Question Heading for question(s)  591,1,5.984440454817474e-05,0.996409335727106,748
Question Heading for question(s)  649,1,5.984440454817474e-05,0.9964691801316542,749
Question Heading for question(s)  654,1,5.984440454817474e-05,0.9965290245362024,750
Question Heading for question(s)  662,1,5.984440454817474e-05,0.9965888689407506,751
Question Heading for question(s)  680,1,5.984440454817474e-05,0.9966487133452988,752
Question Heading for question(s)  685,1,5.984440454817474e-05,0.996708557749847,753
Heritage Promotion,1,5.984440454817474e-05,0.9967684021543952,754
National Library,1,5.984440454817474e-05,0.9968282465589434,755
Social Insurance,1,5.984440454817474e-05,0.9968880909634916,756
Question Heading for question(s)  922,1,5.984440454817474e-05,0.9969479353680398,757
Food Security,1,5.984440454817474e-05,0.997007779772588,758
Intercountry Adoptions,1,5.984440454817474e-05,0.9970676241771362,759
Covid-19 Paindéim,1,5.984440454817474e-05,0.9971274685816844,760
Constitutional Amendments,1,5.984440454817474e-05,0.9971873129862326,761
Nursing and Midwifery Board of Ireland,1,5.984440454817474e-05,0.9972471573907808,762
Rights of the Child,1,5.984440454817474e-05,0.997307001795329,763
Water Safety,1,5.984440454817474e-05,0.9973668461998773,764
Commemorative Medals,1,5.984440454817474e-05,0.9974266906044255,765
Mortgage Resolution Processes,1,5.984440454817474e-05,0.9974865350089737,766
Turbary Rights,1,5.984440454817474e-05,0.9975463794135219,767
Drug and Alcohol Testing,1,5.984440454817474e-05,0.9976062238180701,768
Children First Guidelines,1,5.984440454817474e-05,0.9976660682226183,769
Men's Sheds,1,5.984440454817474e-05,0.9977259126271665,770
Illegal Dumping,1,5.984440454817474e-05,0.9977857570317147,771
International Sanctions,1,5.984440454817474e-05,0.9978456014362629,772
Wild Fires,1,5.984440454817474e-05,0.9979054458408111,773
Electricity Supply Board,1,5.984440454817474e-05,0.9979652902453593,774
Air and Water Pollution,1,5.984440454817474e-05,0.9980251346499075,775
Financial Irregularities,1,5.984440454817474e-05,0.9980849790544557,776
Schools Amalgamation,1,5.984440454817474e-05,0.9981448234590039,777
Marine Institute,1,5.984440454817474e-05,0.9982046678635521,778
Missing Persons,1,5.984440454817474e-05,0.9982645122681003,779
Alcohol Sales,1,5.984440454817474e-05,0.9983243566726485,780
Hospital Trusts,1,5.984440454817474e-05,0.9983842010771967,781
Mental Health Commission,1,5.984440454817474e-05,0.9984440454817449,782
Scéimeanna Fostaíochta,1,5.984440454817474e-05,0.9985038898862931,783
Cultural Property Inventory,1,5.984440454817474e-05,0.9985637342908413,784
Citizens Information Services,1,5.984440454817474e-05,0.9986235786953895,785
Private Security Authority,1,5.984440454817474e-05,0.9986834230999377,786
Question Heading for question(s)  274,1,5.984440454817474e-05,0.9987432675044859,787
Overseas Study Placements,1,5.984440454817474e-05,0.9988031119090341,788
State Savings Schemes,1,5.984440454817474e-05,0.9988629563135824,789
Departmental Circulars,1,5.984440454817474e-05,0.9989228007181306,790
Tribunals of Inquiry,1,5.984440454817474e-05,0.9989826451226788,791
Meals-on-Wheels Services,1,5.984440454817474e-05,0.999042489527227,792
Racism in Sport,1,5.984440454817474e-05,0.9991023339317752,793
Cistiúchán Roinne,1,5.984440454817474e-05,0.9991621783363234,794
Imeachtaí Comóraidh,1,5.984440454817474e-05,0.9992220227408716,795
Special Amenity Areas,1,5.984440454817474e-05,0.9992818671454198,796
Hedge Cutting,1,5.984440454817474e-05,0.999341711549968,797
HIV Incidence,1,5.984440454817474e-05,0.9994015559545162,798
Córas Iompair Éireann,1,5.984440454817474e-05,0.9994614003590644,799
Seirbhísí Iompair,1,5.984440454817474e-05,0.9995212447636126,800
Cúrsaí Oidhreachta,1,5.984440454817474e-05,0.9995810891681608,801
Cásanna Dlí Ranna,1,5.984440454817474e-05,0.999640933572709,802
Medical Register,1,5.984440454817474e-05,0.9997007779772572,803
Medical Research and Training,1,5.984440454817474e-05,0.9997606223818054,804
Mortality Rates,1,5.984440454817474e-05,0.9998204667863536,805
Valuation Office,1,5.984440454817474e-05,0.9998803111909018,806
EU Membership,1,5.984440454817474e-05,0.99994015559545,807
Child Detention Centres,1,5.984440454817474e-05,0.9999999999999982,808
