question,department,question_clean,date,answer_type,question_number,refNo,deputy,deputy_source,language,raw_question,department_paper,source_question_paragraph,source_pq_paragraph
"227. Deputy Erin Mcgreehan asked the Minister for Further and Higher Education, Research, Innovation and Science if his Department will provide €2 million for the Skillnet Offshore Wind Academy in 2027, comprising €1.4 million for training provision and the balance for the development of the National Offshore Wind Training and Skills Hub; and if he will make a statement on the matter. [67272/26]",Further and Higher Education,the minister for further and higher education research innovation and science if his department will provide 2 million for the skillnet offshore wind academy in 2027 comprising 1 4 million for training provision and the balance for the development of the national offshore wind training and skills hub and 67272 26,2026-09-23,written,227,67272/26,Erin Mcgreehan,ERIN MCGREEHAN,en,"To ask the Minister for Further and Higher Education, Research, Innovation and Science if his Department will provide €2 million for the Skillnet Offshore Wind Academy in 2027, comprising €1.4 million for training provision and the balance for the development of the National Offshore Wind Training and Skills Hub; and if he will make a statement on the matter.","Further and Higher Education, Research, Innovation and Science",965,967
"228. Deputy Erin Mcgreehan asked the Minister for Further and Higher Education, Research, Innovation and Science the funding allocated to the Skillnet Offshore Wind Academy in each year since its establishment; the amount available for the direct delivery of training in each year; the number of courses and training places delivered; and if he will make a statement on the matter. [67271/26]",Further and Higher Education,the minister for further and higher education research innovation and science the funding allocated to the skillnet offshore wind academy in each year since its establishment the amount available for the direct delivery of training in each year the number of courses and training places delivered and 67271 26,2026-09-23,written,228,67271/26,Erin Mcgreehan,ERIN MCGREEHAN,en,"To ask the Minister for Further and Higher Education, Research, Innovation and Science the funding allocated to the Skillnet Offshore Wind Academy in each year since its establishment; the amount available for the direct delivery of training in each year; the number of courses and training places delivered; and if he will make a statement on the matter.","Further and Higher Education, Research, Innovation and Science",969,971
"229. Deputy Naoise Ó Muirí asked the Minister for Further and Higher Education, Research, Innovation and Science whether he will review the SUSI eligibility criteria that classify mature students living in the parental home as dependent students for grant assessment purposes; and whether consideration is being given to assessing such applicants on the basis of their own income and financial circumstances rather than parental income. [67256/26]",Further and Higher Education,the minister for further and higher education research innovation and science whether he will review the susi eligibility criteria that classify mature students living in the parental home as dependent students for grant assessment purposes and whether consideration is being given to assessing such applicants on the basis of their own income and financial circumstances rather than parental income 67256 26,2026-09-23,written,229,67256/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,"To ask the Minister for Further and Higher Education, Research, Innovation and Science whether he will review the SUSI eligibility criteria that classify mature students living in the parental home as dependent students for grant assessment purposes; and whether consideration is being given to assessing such applicants on the basis of their own income and financial circumstances rather than parental income.","Further and Higher Education, Research, Innovation and Science",973,975
"230. Deputy Peadar Tóibín asked the Minister for Further and Higher Education, Research, Innovation and Science the total annual expenditure under the international protection student scheme in each of the academic years for the past five years. [67320/26]",Further and Higher Education,the minister for further and higher education research innovation and science the total annual expenditure under the international protection student scheme in each of the academic years for the past five years 67320 26,2026-09-23,written,230,67320/26,Peadar Tóibín,PEADAR TÓIBÍN,en,"To ask the Minister for Further and Higher Education, Research, Innovation and Science the total annual expenditure under the international protection student scheme in each of the academic years for the past five years.","Further and Higher Education, Research, Innovation and Science",977,979
"231. Deputy Peadar Tóibín asked the Minister for Further and Higher Education, Research, Innovation and Science the number of adult international protection applicants who received funding under the international protection student scheme in each of the past five years. [67319/26]",Further and Higher Education,the minister for further and higher education research innovation and science the number of adult international protection applicants who received funding under the international protection student scheme in each of the past five years 67319 26,2026-09-23,written,231,67319/26,Peadar Tóibín,PEADAR TÓIBÍN,en,"To ask the Minister for Further and Higher Education, Research, Innovation and Science the number of adult international protection applicants who received funding under the international protection student scheme in each of the past five years.","Further and Higher Education, Research, Innovation and Science",981,983
"232. Deputy Brendan Smith asked the Minister for Further and Higher Education, Research, Innovation and Science further to Parliamentary Question No's 6899/26 and 50256/26 to confirm that Cavan/Monaghan ETB's FET College Major Capital Project will be developed at one location on land currently occupied by a college (details supplied); to further confirm this project will advance at pace; and if he will outline the timeframe for the appointment of a design team. [67317/26]",Further and Higher Education,the minister for further and higher education research innovation and science further to parliamentary question no s 6899 26 and 50256 26 to confirm that cavan monaghan etb s fet college major capital project will be developed at one location on land currently occupied by a college details supplied to further confirm this project will advance at pace and if he will outline the timeframe for the appointment of a design team 67317 26,2026-09-23,written,232,67317/26,Brendan Smith,BRENDAN SMITH,en,"To ask the Minister for Further and Higher Education, Research, Innovation and Science further to Parliamentary Question No's 6899/26 and 50256/26 to confirm that Cavan/Monaghan ETB's FET College Major Capital Project will be developed at one location on land currently occupied by a college (details supplied); to further confirm this project will advance at pace; and if he will outline the timeframe for the appointment of a design team.","Further and Higher Education, Research, Innovation and Science",985,987
"233. Deputy Peadar Tóibín asked the Minister for Further and Higher Education, Research, Innovation and Science the number of adult international protection applicants enrolled in PLC courses, apprenticeships, undergraduate courses and postgraduate courses for the academic years 2024/2025, 2025/2026 and to date in 2026/2027. [67318/26]",Further and Higher Education,the minister for further and higher education research innovation and science the number of adult international protection applicants enrolled in plc courses apprenticeships undergraduate courses and postgraduate courses for the academic years 2024 2025 2025 2026 and to date in 2026 2027 67318 26,2026-09-23,written,233,67318/26,Peadar Tóibín,PEADAR TÓIBÍN,en,"To ask the Minister for Further and Higher Education, Research, Innovation and Science the number of adult international protection applicants enrolled in PLC courses, apprenticeships, undergraduate courses and postgraduate courses for the academic years 2024/2025, 2025/2026 and to date in 2026/2027.","Further and Higher Education, Research, Innovation and Science",989,991
6. Deputy John Paul O'Shea asked the Minister for Social Protection If he will increase support for carer’s as part of Budget 2027. [66996/26],Social,the minister for social protection if he will increase support for carer s as part of budget 2027 66996 26,2026-09-24,oral,6,66996/26,John Paul O'Shea,JOHN PAUL O'SHEA,en,To ask the Minister for Social Protection If he will increase support for carer’s as part of Budget 2027.,Social Protection,999,1001
7. Deputy Seamus Healy asked the Minister for Social Protection if he will increase the annual Carer’s Support Grant. [67666/26],Social,the minister for social protection if he will increase the annual carer s support grant 67666 26,2026-09-24,oral,7,67666/26,Seamus Healy,SEAMUS HEALY,en,To ask the Minister for Social Protection if he will increase the annual Carer’s Support Grant.,Social Protection,1003,1005
8. Deputy Eoin Hayes asked the Minister for Social Protection the analysis his Department has carried out on the degree to which income disregards and social welfare payment rates have kept pace with inflation and purchasing power measured against equivalent number of hours worked on minimum wage. [67510/26],Social,the minister for social protection the analysis his department has carried out on the degree to which income disregards and social welfare payment rates have kept pace with inflation and purchasing power measured against equivalent number of hours worked on minimum wage 67510 26,2026-09-24,oral,8,67510/26,Eoin Hayes,EOIN HAYES,en,To ask the Minister for Social Protection the analysis his Department has carried out on the degree to which income disregards and social welfare payment rates have kept pace with inflation and purchasing power measured against equivalent number of hours worked on minimum wage.,Social Protection,1007,1009
9. Deputy Seamus Healy asked the Minister for Social Protection to review the carer’s allowance and carer’s benefit with a view to the abolition of the means test in Budget 2027. [67662/26],Social,the minister for social protection to review the carer s allowance and carer s benefit with a view to the abolition of the means test in budget 2027 67662 26,2026-09-24,oral,9,67662/26,Seamus Healy,SEAMUS HEALY,en,To ask the Minister for Social Protection to review the carer’s allowance and carer’s benefit with a view to the abolition of the means test in Budget 2027.,Social Protection,1011,1013
"10. Deputy Richard Boyd Barrett asked the Minister for Social Protection in view of a recent report (details supplied) that shows that more than 60% of those in fuel poverty are not in receipt of fuel allowance, the measures he will take to address this issue; and if he will make a statement on the matter. [67336/26]",Social,the minister for social protection in view of a recent report details supplied that shows that more than 60 of those in fuel poverty are not in receipt of fuel allowance the measures he will take to address this issue and 67336 26,2026-09-24,oral,10,67336/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,"To ask the Minister for Social Protection in view of a recent report (details supplied) that shows that more than 60% of those in fuel poverty are not in receipt of fuel allowance, the measures he will take to address this issue; and if he will make a statement on the matter.",Social Protection,1015,1017
11. Deputy Aisling Dempsey asked the Minister for Social Protection the number of additional persons who have qualified for carer’s allowance since the increase in the weekly income disregard took effect in July 2026 nationally and in Meath West. [67566/26],Social,the minister for social protection the number of additional persons who have qualified for carer s allowance since the increase in the weekly income disregard took effect in july 2026 nationally and in meath west 67566 26,2026-09-24,oral,11,67566/26,Aisling Dempsey,AISLING DEMPSEY,en,To ask the Minister for Social Protection the number of additional persons who have qualified for carer’s allowance since the increase in the weekly income disregard took effect in July 2026 nationally and in Meath West.,Social Protection,1019,1021
12. Deputy Aindrias Moynihan asked the Minister for Social Protection the measures being considered around the electricity allowance provided under the Household Benefits Package; if he will consider increasing the value of this allowance in line with rising unit costs for electricity; and if he will make a statement on the matter. [67565/26],Social,the minister for social protection the measures being considered around the electricity allowance provided under the household benefits package if he will consider increasing the value of this allowance in line with rising unit costs for electricity and 67565 26,2026-09-24,oral,12,67565/26,Aindrias Moynihan,AINDRIAS MOYNIHAN,en,To ask the Minister for Social Protection the measures being considered around the electricity allowance provided under the Household Benefits Package; if he will consider increasing the value of this allowance in line with rising unit costs for electricity; and if he will make a statement on the matter.,Social Protection,1023,1025
13. Deputy Mark Wall asked the Minister for Social Protection if he plans to include a Cost of Disability Payment given the high cost of disability faced by disabled people. [67648/26],Social,the minister for social protection if he plans to include a cost of disability payment given the high cost of disability faced by disabled people 67648 26,2026-09-24,oral,13,67648/26,Mark Wall,MARK WALL,en,To ask the Minister for Social Protection if he plans to include a Cost of Disability Payment given the high cost of disability faced by disabled people.,Social Protection,1027,1029
"14. Deputy Shane Moynihan asked the Minister for Social Protection the analysis and consideration that has been given to introducing a second-tier child benefit payment for households, as a taxable payment. [67532/26]",Social,the minister for social protection the analysis and consideration that has been given to introducing a second-tier child benefit payment for households as a taxable payment 67532 26,2026-09-24,oral,14,67532/26,Shane Moynihan,SHANE MOYNIHAN,en,"To ask the Minister for Social Protection the analysis and consideration that has been given to introducing a second-tier child benefit payment for households, as a taxable payment.",Social Protection,1031,1033
15. Deputy Ryan O'Meara asked the Minister for Social Protection if he is considering an increase in the living alone allowance in the context of Budget 2027. [67244/26],Social,the minister for social protection if he is considering an increase in the living alone allowance in the context of budget 2027 67244 26,2026-09-24,oral,15,67244/26,Ryan O'Meara,RYAN O'MEARA,en,To ask the Minister for Social Protection if he is considering an increase in the living alone allowance in the context of Budget 2027.,Social Protection,1035,1037
16. Deputy Naoise Ó Cearúil asked the Minister for Social Protection whether his Department has benchmarked child benefit against comparable family-support payments in other European countries; the findings of any such analysis; and the way in which those findings are informing the development of measures to support families and reduce child poverty. [67342/26],Social,the minister for social protection whether his department has benchmarked child benefit against comparable family-support payments in other european countries the findings of any such analysis and the way in which those findings are informing the development of measures to support families and reduce child poverty 67342 26,2026-09-24,oral,16,67342/26,Naoise Ó Cearúil,NAOISE Ó CEARÚIL,en,To ask the Minister for Social Protection whether his Department has benchmarked child benefit against comparable family-support payments in other European countries; the findings of any such analysis; and the way in which those findings are informing the development of measures to support families and reduce child poverty.,Social Protection,1039,1041
17. Deputy Brendan Smith asked the Minister for Social Protection to provide an update on the dieticians report on the nutritional standards for the hot school meals scheme. [67383/26],Social,the minister for social protection to provide an update on the dieticians report on the nutritional standards for the hot school meals scheme 67383 26,2026-09-24,oral,17,67383/26,Brendan Smith,BRENDAN SMITH,en,To ask the Minister for Social Protection to provide an update on the dieticians report on the nutritional standards for the hot school meals scheme.,Social Protection,1043,1045
"18. Deputy Barry Ward asked the Minister for Social Protection the position regarding the mechanisms in place when parents or students have problems with the quality, options or nutritional value of the food provided under the Hot School Meals Programme. [66651/26]",Social,the minister for social protection the position regarding the mechanisms in place when parents or students have problems with the quality options or nutritional value of the food provided under the hot school meals programme 66651 26,2026-09-24,oral,18,66651/26,Barry Ward,BARRY WARD,en,"To ask the Minister for Social Protection the position regarding the mechanisms in place when parents or students have problems with the quality, options or nutritional value of the food provided under the Hot School Meals Programme.",Social Protection,1047,1049
19. Deputy Mark Wall asked the Minister for Social Protection the actions his Department is taking to extend access to the heating supplement. [67655/26],Social,the minister for social protection the actions his department is taking to extend access to the heating supplement 67655 26,2026-09-24,oral,19,67655/26,Mark Wall,MARK WALL,en,To ask the Minister for Social Protection the actions his Department is taking to extend access to the heating supplement.,Social Protection,1051,1053
20. Deputy Erin Mcgreehan asked the Minister for Social Protection his plans for the introduction of baby loss certificates. [67535/26],Social,the minister for social protection his plans for the introduction of baby loss certificates 67535 26,2026-09-24,oral,20,67535/26,Erin Mcgreehan,ERIN MCGREEHAN,en,To ask the Minister for Social Protection his plans for the introduction of baby loss certificates.,Social Protection,1055,1057
21. Deputy Louise O'Reilly asked the Minister for Social Protection the assessment he has made of the contribution made by community employment and related schemes to the provision of services in rural communities; and if he will make a statement on the matter. [67560/26],Social,the minister for social protection the assessment he has made of the contribution made by community employment and related schemes to the provision of services in rural communities and 67560 26,2026-09-24,oral,21,67560/26,Louise O'Reilly,LOUISE O'REILLY,en,To ask the Minister for Social Protection the assessment he has made of the contribution made by community employment and related schemes to the provision of services in rural communities; and if he will make a statement on the matter.,Social Protection,1059,1061
22. Deputy Thomas Gould asked the Minister for Social Protection the number of domiciliary care allowance applications refused in Cork to date in 2026; and the number of these granted on appeal. [66851/26],Social,the minister for social protection the number of domiciliary care allowance applications refused in cork to date in 2026 and the number of these granted on appeal 66851 26,2026-09-24,oral,22,66851/26,Thomas Gould,THOMAS GOULD,en,To ask the Minister for Social Protection the number of domiciliary care allowance applications refused in Cork to date in 2026; and the number of these granted on appeal.,Social Protection,1063,1065
23. Deputy Claire Kerrane asked the Minister for Social Protection the steps he is taking to ensure access for the self-employed to income support when they become ill. [66974/26],Social,the minister for social protection the steps he is taking to ensure access for the self-employed to income support when they become ill 66974 26,2026-09-24,oral,23,66974/26,Claire Kerrane,CLAIRE KERRANE,en,To ask the Minister for Social Protection the steps he is taking to ensure access for the self-employed to income support when they become ill.,Social Protection,1067,1069
24. Deputy Naoise Ó Muirí asked the Minister for Social Protection the way in which his Department is preparing for the long-term impact of an ageing population on the sustainability and adequacy of the State Pension system [67550/26],Social,the minister for social protection the way in which his department is preparing for the long-term impact of an ageing population on the sustainability and adequacy of the state pension system 67550 26,2026-09-24,oral,24,67550/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,To ask the Minister for Social Protection the way in which his Department is preparing for the long-term impact of an ageing population on the sustainability and adequacy of the State Pension system,Social Protection,1071,1073
25. Deputy Cathal Crowe asked the Minister for Social Protection if he will outline his intentions to reduce the means testing for people who apply for carer's allowance; the provisions he plans to make in this regard in Budget 2027. [67221/26],Social,the minister for social protection if he will outline his intentions to reduce the means testing for people who apply for carer s allowance the provisions he plans to make in this regard in budget 2027 67221 26,2026-09-24,oral,25,67221/26,Cathal Crowe,CATHAL CROWE,en,To ask the Minister for Social Protection if he will outline his intentions to reduce the means testing for people who apply for carer's allowance; the provisions he plans to make in this regard in Budget 2027.,Social Protection,1075,1077
"26. Deputy Paul Lawless asked the Minister for Social Protection the total number of persons combined who are actively claiming job seekers benefit, job seekers allowance and job-seekers pay related benefit; and if he will outline trends over the past five years such as whether more or less people are claiming unemployment-related social welfare this year compared to previous years; and if he will make a statement on the matter. [67166/26]",Social,the minister for social protection the total number of persons combined who are actively claiming job seekers benefit job seekers allowance and job-seekers pay related benefit and if he will outline trends over the past five years such as whether more or less people are claiming unemployment-related social welfare this year compared to previous years and 67166 26,2026-09-24,oral,26,67166/26,Paul Lawless,PAUL LAWLESS,en,"To ask the Minister for Social Protection the total number of persons combined who are actively claiming job seekers benefit, job seekers allowance and job-seekers pay related benefit; and if he will outline trends over the past five years such as whether more or less people are claiming unemployment-related social welfare this year compared to previous years; and if he will make a statement on the matter.",Social Protection,1079,1081
27. Deputy Claire Kerrane asked the Minister for Social Protection the engagement he has had on providing a State pension for foster carers; and the timeframe on this. [66968/26],Social,the minister for social protection the engagement he has had on providing a state pension for foster carers and the timeframe on this 66968 26,2026-09-24,oral,27,66968/26,Claire Kerrane,CLAIRE KERRANE,en,To ask the Minister for Social Protection the engagement he has had on providing a State pension for foster carers; and the timeframe on this.,Social Protection,1083,1085
28. Deputy Paul Mcauliffe asked the Minister for Social Protection if he intends to make changes to and increase the Household Benefits Package in the coming months. [67521/26],Social,the minister for social protection if he intends to make changes to and increase the household benefits package in the coming months 67521 26,2026-09-24,oral,28,67521/26,Paul Mcauliffe,PAUL MCAULIFFE,en,To ask the Minister for Social Protection if he intends to make changes to and increase the Household Benefits Package in the coming months.,Social Protection,1087,1089
"29. Deputy Keira Keogh asked the Minister for Social Protection the measures his Department is considering to assist households facing high energy costs as winter approaches, particularly in rural counties such as Mayo where many households remain reliant on oil and solid fuels; and if he will make a statement on this matter. [67594/26]",Social,the minister for social protection the measures his department is considering to assist households facing high energy costs as winter approaches particularly in rural counties such as mayo where many households remain reliant on oil and solid fuels on this matter 67594 26,2026-09-24,oral,29,67594/26,Keira Keogh,KEIRA KEOGH,en,"To ask the Minister for Social Protection the measures his Department is considering to assist households facing high energy costs as winter approaches, particularly in rural counties such as Mayo where many households remain reliant on oil and solid fuels; and if he will make a statement on this matter.",Social Protection,1091,1093
30. Deputy Edward Timmins asked the Minister for Social Protection if he consideration will be given to review the minimum 16 hours weekly worked hours to qualify for carer’s benefit; and the impact the current rules have for teachers who are not on full time hours. [67659/26],Social,the minister for social protection if he consideration will be given to review the minimum 16 hours weekly worked hours to qualify for carer s benefit and the impact the current rules have for teachers who are not on full time hours 67659 26,2026-09-24,oral,30,67659/26,Edward Timmins,EDWARD TIMMINS,en,To ask the Minister for Social Protection if he consideration will be given to review the minimum 16 hours weekly worked hours to qualify for carer’s benefit; and the impact the current rules have for teachers who are not on full time hours.,Social Protection,1095,1097
31. Deputy Mark Wall asked the Minister for Social Protection if his Department has considered providing any additional social protection payment supports specifically for households who are reliant on home heating oil. [67645/26],Social,the minister for social protection if his department has considered providing any additional social protection payment supports specifically for households who are reliant on home heating oil 67645 26,2026-09-24,oral,31,67645/26,Mark Wall,MARK WALL,en,To ask the Minister for Social Protection if his Department has considered providing any additional social protection payment supports specifically for households who are reliant on home heating oil.,Social Protection,1099,1101
"32. Deputy Paul Lawless asked the Minister for Social Protection if there has been an increase in the number of persons qualifying for the carers allowance on each of the occasions when the qualification threshold has been relaxed, or each occasion where the income disregard has increased; and if he will outline the number of new persons successfully claiming the allowance after each change to the criteria. [67173/26]",Social,the minister for social protection if there has been an increase in the number of persons qualifying for the carers allowance on each of the occasions when the qualification threshold has been relaxed or each occasion where the income disregard has increased and if he will outline the number of new persons successfully claiming the allowance after each change to the criteria 67173 26,2026-09-24,oral,32,67173/26,Paul Lawless,PAUL LAWLESS,en,"To ask the Minister for Social Protection if there has been an increase in the number of persons qualifying for the carers allowance on each of the occasions when the qualification threshold has been relaxed, or each occasion where the income disregard has increased; and if he will outline the number of new persons successfully claiming the allowance after each change to the criteria.",Social Protection,1103,1105
33. Deputy James Geoghegan asked the Minister for Social Protection for an update on the new working age payment. [66686/26],Social,the minister for social protection for an update on the new working age payment 66686 26,2026-09-24,oral,33,66686/26,James Geoghegan,JAMES GEOGHEGAN,en,To ask the Minister for Social Protection for an update on the new working age payment.,Social Protection,1107,1109
34. Deputy Louise O'Reilly asked the Minister for Social Protection whether he has assessed the adequacy of the fuel allowance for households that have no alternative to oil; and if he will make a statement on the matter. [67558/26],Social,the minister for social protection whether he has assessed the adequacy of the fuel allowance for households that have no alternative to oil and 67558 26,2026-09-24,oral,34,67558/26,Louise O'Reilly,LOUISE O'REILLY,en,To ask the Minister for Social Protection whether he has assessed the adequacy of the fuel allowance for households that have no alternative to oil; and if he will make a statement on the matter.,Social Protection,1111,1113
"35. Deputy Rose Conway-walsh asked the Minister for Social Protection the current refusal rates for first-time applications for carer's allowance, domiciliary care allowance and disability allowance; the percentage subsequently overturned on review or appeal; the current average processing time for first-time applications of these three payments; the current average processing time for a review and/or appeal; and the costs associated with reprocessing these applications. [67541/26]",Social,the minister for social protection the current refusal rates for first-time applications for carer s allowance domiciliary care allowance and disability allowance the percentage subsequently overturned on review or appeal the current average processing time for first-time applications of these three payments the current average processing time for a review and or appeal and the costs associated with reprocessing these applications 67541 26,2026-09-24,oral,35,67541/26,Rose Conway-walsh,ROSE CONWAY-WALSH,en,"To ask the Minister for Social Protection the current refusal rates for first-time applications for carer's allowance, domiciliary care allowance and disability allowance; the percentage subsequently overturned on review or appeal; the current average processing time for first-time applications of these three payments; the current average processing time for a review and/or appeal; and the costs associated with reprocessing these applications.",Social Protection,1115,1117
36. Deputy Paul Mcauliffe asked the Minister for Social Protection if he intends to increase the Working Family Payment in the coming months. [67520/26],Social,the minister for social protection if he intends to increase the working family payment in the coming months 67520 26,2026-09-24,oral,36,67520/26,Paul Mcauliffe,PAUL MCAULIFFE,en,To ask the Minister for Social Protection if he intends to increase the Working Family Payment in the coming months.,Social Protection,1119,1121
37. Deputy Louis O'Hara asked the Minister for Social Protection when he will introduce a cost of disability payment. [66484/26],Social,the minister for social protection when he will introduce a cost of disability payment 66484 26,2026-09-24,oral,37,66484/26,Louis O'Hara,LOUIS O'HARA,en,To ask the Minister for Social Protection when he will introduce a cost of disability payment.,Social Protection,1123,1125
"38. Deputy Paula Butterly asked the Minister for Social Protection if he will consider, as part of Budget 2027, extending eligibility for Illness Benefit to self-employed workers who are unable to work due to illness; and if he will make a statement on the matter. [66646/26]",Social,the minister for social protection if he will consider as part of budget 2027 extending eligibility for illness benefit to self-employed workers who are unable to work due to illness and 66646 26,2026-09-24,oral,38,66646/26,Paula Butterly,PAULA BUTTERLY,en,"To ask the Minister for Social Protection if he will consider, as part of Budget 2027, extending eligibility for Illness Benefit to self-employed workers who are unable to work due to illness; and if he will make a statement on the matter.",Social Protection,1127,1129
39. Deputy Darren O'Rourke asked the Minister for Social Protection if he will remove the means test for Carer's Allowance. [66588/26],Social,the minister for social protection if he will remove the means test for carer s allowance 66588 26,2026-09-24,oral,39,66588/26,Darren O'Rourke,DARREN O'ROURKE,en,To ask the Minister for Social Protection if he will remove the means test for Carer's Allowance.,Social Protection,1131,1133
40. Deputy Erin Mcgreehan asked the Minister for Social Protection if he will report on the work of the General Register Office regarding the development of a process to recognise early pregnancy loss. [67537/26],Social,the minister for social protection if he will report on the work of the general register office regarding the development of a process to recognise early pregnancy loss 67537 26,2026-09-24,oral,40,67537/26,Erin Mcgreehan,ERIN MCGREEHAN,en,To ask the Minister for Social Protection if he will report on the work of the General Register Office regarding the development of a process to recognise early pregnancy loss.,Social Protection,1135,1137
41. Deputy Seamus Healy asked the Minister for Social Protection if he will grant full rate carer’s allowance to applicants in receipt of other social protection payments. [67665/26],Social,the minister for social protection if he will grant full rate carer s allowance to applicants in receipt of other social protection payments 67665 26,2026-09-24,oral,41,67665/26,Seamus Healy,SEAMUS HEALY,en,To ask the Minister for Social Protection if he will grant full rate carer’s allowance to applicants in receipt of other social protection payments.,Social Protection,1139,1141
42. Deputy Mairéad Farrell asked the Minister for Social Protection if consideration has been given to increasing the amount of time that an individual in receipt of disability allowance can spend outside the State from two weeks per year; and if consideration has been given to the level of surveillance and collection of personal data that is involved when a disability allowance recipient travels outside of the State. [67605/26],Social,the minister for social protection if consideration has been given to increasing the amount of time that an individual in receipt of disability allowance can spend outside the state from two weeks per year and if consideration has been given to the level of surveillance and collection of personal data that is involved when a disability allowance recipient travels outside of the state 67605 26,2026-09-24,oral,42,67605/26,Mairéad Farrell,MAIRÉAD FARRELL,en,To ask the Minister for Social Protection if consideration has been given to increasing the amount of time that an individual in receipt of disability allowance can spend outside the State from two weeks per year; and if consideration has been given to the level of surveillance and collection of personal data that is involved when a disability allowance recipient travels outside of the State.,Social Protection,1143,1145
43. Deputy Roderic O'Gorman asked the Minister for Social Protection for an update on the Government commitment to examine the pension arrangements for foster carers; and whether additional proposals to support foster carers to access the State pension system are currently planned. [67628/26],Social,the minister for social protection for an update on the government commitment to examine the pension arrangements for foster carers and whether additional proposals to support foster carers to access the state pension system are currently planned 67628 26,2026-09-24,oral,43,67628/26,Roderic O'Gorman,RODERIC O'GORMAN,en,To ask the Minister for Social Protection for an update on the Government commitment to examine the pension arrangements for foster carers; and whether additional proposals to support foster carers to access the State pension system are currently planned.,Social Protection,1147,1149
44. Deputy John Clendennen asked the Minister for Social Protection whether he will consider reforming the Carer's Support Grant to provide for two qualifying dates and biannual payments or an alternative pro-rata entitlement for persons who commence or cease providing full-time care during the course of the year. [67619/26],Social,the minister for social protection whether he will consider reforming the carer s support grant to provide for two qualifying dates and biannual payments or an alternative pro-rata entitlement for persons who commence or cease providing full-time care during the course of the year 67619 26,2026-09-24,oral,44,67619/26,John Clendennen,JOHN CLENDENNEN,en,To ask the Minister for Social Protection whether he will consider reforming the Carer's Support Grant to provide for two qualifying dates and biannual payments or an alternative pro-rata entitlement for persons who commence or cease providing full-time care during the course of the year.,Social Protection,1151,1153
45. Deputy Barry Ward asked the Minister for Social Protection the position regarding the removal of the mean’s test for Carer’s Allowance as committed to in the Programme for Government. [66650/26],Social,the minister for social protection the position regarding the removal of the mean s test for carer s allowance as committed to in the programme for government 66650 26,2026-09-24,oral,45,66650/26,Barry Ward,BARRY WARD,en,To ask the Minister for Social Protection the position regarding the removal of the mean’s test for Carer’s Allowance as committed to in the Programme for Government.,Social Protection,1155,1157
"46. Deputy Paula Butterly asked the Minister for Social Protection if, in light of the extension of Fuel Allowance eligibility to recipients of the Working Family Payment from 1 January 2026, he will review the eligibility criteria for Fuel Allowance for persons in receipt of Carer's Allowance; whether he acknowledges that some carers with household incomes comparable to those of Working Family Payment recipients are excluded from Fuel Allowance due to the means test; if he will consider introducing equivalent eligibility arrangements for carers; and if he will make a statement on the matter. [66648/26]",Social,the minister for social protection if in light of the extension of fuel allowance eligibility to recipients of the working family payment from 1 january 2026 he will review the eligibility criteria for fuel allowance for persons in receipt of carer s allowance whether he acknowledges that some carers with household incomes comparable to those of working family payment recipients are excluded from fuel allowance due to the means test if he will consider introducing equivalent eligibility arrangements for carers and 66648 26,2026-09-24,oral,46,66648/26,Paula Butterly,PAULA BUTTERLY,en,"To ask the Minister for Social Protection if, in light of the extension of Fuel Allowance eligibility to recipients of the Working Family Payment from 1 January 2026, he will review the eligibility criteria for Fuel Allowance for persons in receipt of Carer's Allowance; whether he acknowledges that some carers with household incomes comparable to those of Working Family Payment recipients are excluded from Fuel Allowance due to the means test; if he will consider introducing equivalent eligibility arrangements for carers; and if he will make a statement on the matter.",Social Protection,1159,1161
47. Deputy Mark Ward asked the Minister for Social Protection if open GoFundMe campaigns are assessed in additional needs payment applications; and to outline his Departments policy on this. [67323/26],Social,the minister for social protection if open gofundme campaigns are assessed in additional needs payment applications and his departments policy on this 67323 26,2026-09-24,oral,47,67323/26,Mark Ward,MARK WARD,en,To ask the Minister for Social Protection if open GoFundMe campaigns are assessed in additional needs payment applications; and to outline his Departments policy on this.,Social Protection,1163,1165
"48. Deputy Pádraig O'Sullivan asked the Minister for Social Protection the number of appeals received and decided by the Social Welfare Appeals Office in 2025 and to date in 2026; the proportion of original departmental decisions revised or overturned on appeal, broken down by scheme; the average time to decision for appeals determined summarily and by oral hearing respectively; and the number of appellants currently awaiting an oral hearing. [67465/26]",Social,the minister for social protection the number of appeals received and decided by the social welfare appeals office in 2025 and to date in 2026 the proportion of original departmental decisions revised or overturned on appeal broken down by scheme the average time to decision for appeals determined summarily and by oral hearing respectively and the number of appellants currently awaiting an oral hearing 67465 26,2026-09-24,oral,48,67465/26,Pádraig O'Sullivan,PÁDRAIG O'SULLIVAN,en,"To ask the Minister for Social Protection the number of appeals received and decided by the Social Welfare Appeals Office in 2025 and to date in 2026; the proportion of original departmental decisions revised or overturned on appeal, broken down by scheme; the average time to decision for appeals determined summarily and by oral hearing respectively; and the number of appellants currently awaiting an oral hearing.",Social Protection,1167,1169
