question,department,question_clean,date,answer_type,question_number,refNo,deputy,deputy_source,language,raw_question,department_paper,source_question_paragraph,source_pq_paragraph
"328. Deputy Cormac Devlin asked the Minister for Children, Disability and Equality to provide an update on the progress of a case (details supplied). [66083/26]",Children,the minister for children disability and equality to provide an update on the progress of a case details supplied 66083 26,2026-09-17,written,328,66083/26,Cormac Devlin,CORMAC DEVLIN,en,"To ask the Minister for Children, Disability and Equality to provide an update on the progress of a case (details supplied).","Children, Disability and Equality",1390,1392
"329. Deputy Michael Cahill asked the Minister for Children, Disability and Equality to consider correspondence (details supplied) and increase Irelands paid paternity leave; and if she will make a statement on the matter. [66117/26]",Children,the minister for children disability and equality to consider correspondence details supplied and increase irelands paid paternity leave and 66117 26,2026-09-17,written,329,66117/26,Michael Cahill,MICHAEL CAHILL,en,"To ask the Minister for Children, Disability and Equality to consider correspondence (details supplied) and increase Irelands paid paternity leave; and if she will make a statement on the matter.","Children, Disability and Equality",1394,1396
"330. Deputy Mattie Mcgrath asked the Minister for Children, Disability and Equality if she is aware of the continuing difficulties faced by children and families in South Tipperary in accessing timely disability assessments and therapeutic supports; the current waiting times for assessment of need applications and for intervention services in the South Tipperary area; the number of vacant posts across Children's Disability Network Teams serving South Tipperary; and the measures her Department is taking to ensure that children receive assessments and early intervention supports within the statutory timeframes [66253/26]",Children,the minister for children disability and equality if she is aware of the continuing difficulties faced by children and families in south tipperary in accessing timely disability assessments and therapeutic supports the current waiting times for assessment of need applications and for intervention services in the south tipperary area the number of vacant posts across children s disability network teams serving south tipperary and the measures her department is taking to ensure that children receive assessments and early intervention supports within the statutory timeframes 66253 26,2026-09-17,written,330,66253/26,Mattie Mcgrath,MATTIE MCGRATH,en,"To ask the Minister for Children, Disability and Equality if she is aware of the continuing difficulties faced by children and families in South Tipperary in accessing timely disability assessments and therapeutic supports; the current waiting times for assessment of need applications and for intervention services in the South Tipperary area; the number of vacant posts across Children's Disability Network Teams serving South Tipperary; and the measures her Department is taking to ensure that children receive assessments and early intervention supports within the statutory timeframes","Children, Disability and Equality",1398,1400
331. Deputy Séamus Mcgrath asked the Minister for Health if she will please give consideration to adding the medication (EURNeffy) (details supplied) which is used to treat life threatening allergies to the list of reimbursement medicines under the drugs payment scheme; and if she will provide a statement on the matter. [66001/26],Health,the minister for health if she will please give consideration to adding the medication eurneffy details supplied which is used to treat life threatening allergies to the list of reimbursement medicines under the drugs payment scheme and if she will provide a statement on the matter 66001 26,2026-09-17,written,331,66001/26,Séamus Mcgrath,SÉAMUS MCGRATH,en,To ask the Minister for Health if she will please give consideration to adding the medication (EURNeffy) (details supplied) which is used to treat life threatening allergies to the list of reimbursement medicines under the drugs payment scheme; and if she will provide a statement on the matter.,Health,1405,1407
"332. Deputy Ken O'Flynn asked the Minister for Health further to Parliamentary Question No. 3747 of 7 September 2026, the number of protected disclosure allegations upheld or partially upheld during 2025 in respect of which the assigned corrective actions have been completed; the number in respect of which corrective actions remain outstanding; and if she will make a statement on the matter. [66095/26]",Health,the minister for health further to parliamentary question no 3747 of 7 september 2026 the number of protected disclosure allegations upheld or partially upheld during 2025 in respect of which the assigned corrective actions have been completed the number in respect of which corrective actions remain outstanding and 66095 26,2026-09-17,written,332,66095/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Health further to Parliamentary Question No. 3747 of 7 September 2026, the number of protected disclosure allegations upheld or partially upheld during 2025 in respect of which the assigned corrective actions have been completed; the number in respect of which corrective actions remain outstanding; and if she will make a statement on the matter.",Health,1409,1411
"333. Deputy Ken O'Flynn asked the Minister for Health further to Parliamentary Question No. 3744 of 7 September 2026, in respect of the 30 valid protected disclosures received in 2025 that remained open as at 30 June 2026, the date of receipt of the oldest such case still open; the number of these cases that have been open for more than 26 weeks; the number that have been open for more than 52 weeks; and if she will make a statement on the matter. [66094/26]",Health,the minister for health further to parliamentary question no 3744 of 7 september 2026 in respect of the 30 valid protected disclosures received in 2025 that remained open as at 30 june 2026 the date of receipt of the oldest such case still open the number of these cases that have been open for more than 26 weeks the number that have been open for more than 52 weeks and 66094 26,2026-09-17,written,333,66094/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Health further to Parliamentary Question No. 3744 of 7 September 2026, in respect of the 30 valid protected disclosures received in 2025 that remained open as at 30 June 2026, the date of receipt of the oldest such case still open; the number of these cases that have been open for more than 26 weeks; the number that have been open for more than 52 weeks; and if she will make a statement on the matter.",Health,1413,1415
"334. Deputy Ken O'Flynn asked the Minister for Health further to Parliamentary Question No. 3723 of 7 September 2026, in which the HSE confirmed it does not centrally track the implementation of recommendations arising from protected disclosures, the number of recommendations arising from upheld or partially upheld protected disclosures between 2023 and the first quarter of 2025 that have been verified as implemented; the number that remain outstanding; if she will direct the HSE to centrally track the implementation of such recommendations; and if she will make a statement on the matter. [66092/26]",Health,the minister for health further to parliamentary question no 3723 of 7 september 2026 in which the hse confirmed it does not centrally track the implementation of recommendations arising from protected disclosures the number of recommendations arising from upheld or partially upheld protected disclosures between 2023 and the first quarter of 2025 that have been verified as implemented the number that remain outstanding if she will direct the hse to centrally track the implementation of such recommendations and 66092 26,2026-09-17,written,334,66092/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Health further to Parliamentary Question No. 3723 of 7 September 2026, in which the HSE confirmed it does not centrally track the implementation of recommendations arising from protected disclosures, the number of recommendations arising from upheld or partially upheld protected disclosures between 2023 and the first quarter of 2025 that have been verified as implemented; the number that remain outstanding; if she will direct the HSE to centrally track the implementation of such recommendations; and if she will make a statement on the matter.",Health,1417,1419
"335. Deputy Ken O'Flynn asked the Minister for Health further to Parliamentary Question No. 3743 of 7 September 2026, whether the HSE senior leadership team received a specific escalation regarding the increase in alleged health and safety endangerment, as recommended by the Audit and Risk Committee, as distinct from routine quarterly dashboard reporting; the date on which any such escalation occurred; the decision or measures that followed; and if she will make a statement on the matter. [66093/26]",Health,the minister for health further to parliamentary question no 3743 of 7 september 2026 whether the hse senior leadership team received a specific escalation regarding the increase in alleged health and safety endangerment as recommended by the audit and risk committee as distinct from routine quarterly dashboard reporting the date on which any such escalation occurred the decision or measures that followed and 66093 26,2026-09-17,written,335,66093/26,Ken O'Flynn,KEN O'FLYNN,en,"To ask the Minister for Health further to Parliamentary Question No. 3743 of 7 September 2026, whether the HSE senior leadership team received a specific escalation regarding the increase in alleged health and safety endangerment, as recommended by the Audit and Risk Committee, as distinct from routine quarterly dashboard reporting; the date on which any such escalation occurred; the decision or measures that followed; and if she will make a statement on the matter.",Health,1421,1423
"336. Deputy Claire Kerrane asked the Minister for Health the current waiting list for the Ballinasloe Adult Community Mental Health Service; the number of adults awaiting a routine appointment; the length of time each person has been waiting; the current average; the longest waiting time for a routine appointment; the number of persons waiting under each relevant risk category; the maximum waiting time considered acceptable for a routine/risk-level appointment; and the number of persons currently waiting longer than this timeframe, in each of the past three years, in tabular form. [66089/26]",Health,the minister for health the current waiting list for the ballinasloe adult community mental health service the number of adults awaiting a routine appointment the length of time each person has been waiting the current average the longest waiting time for a routine appointment the number of persons waiting under each relevant risk category the maximum waiting time considered acceptable for a routine risk-level appointment and the number of persons currently waiting longer than this timeframe in each of the past three years in tabular form 66089 26,2026-09-17,written,336,66089/26,Claire Kerrane,CLAIRE KERRANE,en,"To ask the Minister for Health the current waiting list for the Ballinasloe Adult Community Mental Health Service; the number of adults awaiting a routine appointment; the length of time each person has been waiting; the current average; the longest waiting time for a routine appointment; the number of persons waiting under each relevant risk category; the maximum waiting time considered acceptable for a routine/risk-level appointment; and the number of persons currently waiting longer than this timeframe, in each of the past three years, in tabular form.",Health,1425,1427
"337. Deputy John Brady asked the Minister for Health if her Department maintains a risk register; if so, if copies of the register since 2022 will be provided; and if she will make a statement on the matter. [66068/26]",Health,the minister for health if her department maintains a risk register if so if copies of the register since 2022 will be provided and 66068 26,2026-09-17,written,337,66068/26,John Brady,JOHN BRADY,en,"To ask the Minister for Health if her Department maintains a risk register; if so, if copies of the register since 2022 will be provided; and if she will make a statement on the matter.",Health,1429,1431
338. Deputy Cathy Bennett asked the Minister for Health when the HSE contracted printer will resume the printing of plastic medical cards/GP cards. [66022/26],Health,the minister for health when the hse contracted printer will resume the printing of plastic medical cards gp cards 66022 26,2026-09-17,written,338,66022/26,Cathy Bennett,CATHY BENNETT,en,To ask the Minister for Health when the HSE contracted printer will resume the printing of plastic medical cards/GP cards.,Health,1433,1435
339. Deputy Richard Boyd Barrett asked the Minister for Health if general nursing graduates are being phased into employment over the coming months; the reason for this; and the criteria being used to determine when individual graduates can commence employment. [66019/26],Health,the minister for health if general nursing graduates are being phased into employment over the coming months the reason for this and the criteria being used to determine when individual graduates can commence employment 66019 26,2026-09-17,written,339,66019/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,To ask the Minister for Health if general nursing graduates are being phased into employment over the coming months; the reason for this; and the criteria being used to determine when individual graduates can commence employment.,Health,1437,1439
340. Deputy Richard Boyd Barrett asked the Minister for Health when can the 2026 graduating class of general nursing students realistically expect to receive written confirmation of their employment and start dates. [66017/26],Health,the minister for health when can the 2026 graduating class of general nursing students realistically expect to receive written confirmation of their employment and start dates 66017 26,2026-09-17,written,340,66017/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,To ask the Minister for Health when can the 2026 graduating class of general nursing students realistically expect to receive written confirmation of their employment and start dates.,Health,1441,1443
341. Deputy Richard Boyd Barrett asked the Minister for Health the number of 2026 nursing graduates have currently been offered employment; and the number that are still awaiting contracts. [66016/26],Health,the minister for health the number of 2026 nursing graduates have currently been offered employment and the number that are still awaiting contracts 66016 26,2026-09-17,written,341,66016/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,To ask the Minister for Health the number of 2026 nursing graduates have currently been offered employment; and the number that are still awaiting contracts.,Health,1445,1447
"342. Deputy Richard Boyd Barrett asked the Minister for Health whether, in respect of 2026 general nursing graduates who might have expected to be offered permanent HSE contracts per outlined in HR Memo 013/2026?2, but who have not yet received contracts or confirmed commencement dates, the delay in commencement of employment related to HSE financial pressures, workforce ceilings or a lack of funding from the Department of Health. [66015/26]",Health,the minister for health whether in respect of 2026 general nursing graduates who might have expected to be offered permanent hse contracts per outlined in hr memo 013 2026 2 but who have not yet received contracts or confirmed commencement dates the delay in commencement of employment related to hse financial pressures workforce ceilings or a lack of funding from the department of health 66015 26,2026-09-17,written,342,66015/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,"To ask the Minister for Health whether, in respect of 2026 general nursing graduates who might have expected to be offered permanent HSE contracts per outlined in HR Memo 013/2026?2, but who have not yet received contracts or confirmed commencement dates, the delay in commencement of employment related to HSE financial pressures, workforce ceilings or a lack of funding from the Department of Health.",Health,1449,1451
343. Deputy Richard Boyd Barrett asked the Minister for Health if 2026 general nursing graduates are entitled to the permanent HSE contracts outlined in HR Memo 013/2026?2; the reason graduates who have completed their internships have not yet received contracts or confirmed commencement dates. [66014/26],Health,the minister for health if 2026 general nursing graduates are entitled to the permanent hse contracts outlined in hr memo 013 2026 2 the reason graduates who have completed their internships have not yet received contracts or confirmed commencement dates 66014 26,2026-09-17,written,343,66014/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,To ask the Minister for Health if 2026 general nursing graduates are entitled to the permanent HSE contracts outlined in HR Memo 013/2026?2; the reason graduates who have completed their internships have not yet received contracts or confirmed commencement dates.,Health,1453,1455
344. Deputy Richard Boyd Barrett asked the Minister for Health whether all 2026 general nursing graduates entitled to the permanent HSE contracts outlined in HR Memo 013/2026. [66012/26],Health,the minister for health whether all 2026 general nursing graduates entitled to the permanent hse contracts outlined in hr memo 013 2026 66012 26,2026-09-17,written,344,66012/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,To ask the Minister for Health whether all 2026 general nursing graduates entitled to the permanent HSE contracts outlined in HR Memo 013/2026.,Health,1457,1459
345. Deputy Holly Cairns asked the Minister for Health the statutory grounds under which she has suspended autonomy for day-to-day spending from several HSE regions; to detail the consultation she has had on this matter; and to detail the date and manner in which this decision was communicated to each of the affected HSE regions. [66115/26],Health,the minister for health the statutory grounds under which she has suspended autonomy for day-to-day spending from several hse regions to detail the consultation she has had on this matter and to detail the date and manner in which this decision was communicated to each of the affected hse regions 66115 26,2026-09-17,written,345,66115/26,Holly Cairns,HOLLY CAIRNS,en,To ask the Minister for Health the statutory grounds under which she has suspended autonomy for day-to-day spending from several HSE regions; to detail the consultation she has had on this matter; and to detail the date and manner in which this decision was communicated to each of the affected HSE regions.,Health,1461,1463
"346. Deputy Fionntán Ó Súilleabháin asked the Minister for Health given that Arklow Primary Care Centre was officially opened in February 2023, the reason residents of Arklow continue to travel to Wicklow Town, Bray, Rathdrum, Wexford, Waterford and other locations for services that are listed as available through the centre; to provide the staffing levels, clinic activity, waiting lists and waiting times for each service operating from the facility; and the timeframe for ensuring that the centre is fully staffed and capable of meeting the healthcare needs of the local population. [66041/26]",Health,the minister for health given that arklow primary care centre was officially opened in february 2023 the reason residents of arklow continue to travel to wicklow town bray rathdrum wexford waterford and other locations for services that are listed as available through the centre to provide the staffing levels clinic activity waiting lists and waiting times for each service operating from the facility and the timeframe for ensuring that the centre is fully staffed and capable of meeting the healthcare needs of the local population 66041 26,2026-09-17,written,346,66041/26,Fionntán Ó Súilleabháin,FIONNTÁN Ó SÚILLEABHÁIN,en,"To ask the Minister for Health given that Arklow Primary Care Centre was officially opened in February 2023, the reason residents of Arklow continue to travel to Wicklow Town, Bray, Rathdrum, Wexford, Waterford and other locations for services that are listed as available through the centre; to provide the staffing levels, clinic activity, waiting lists and waiting times for each service operating from the facility; and the timeframe for ensuring that the centre is fully staffed and capable of meeting the healthcare needs of the local population.",Health,1465,1467
"347. Deputy Fionntán Ó Súilleabháin asked the Minister for Health the measures being taken to address pressure on primary care services in Arklow; whether an assessment has been undertaken of GP capacity in the area; the number of persons unable to register with a GP in Arklow; and the plans, if any, to expand staffing and service provision at Arklow Primary Care Centre in order to reduce dependence on services outside the town. [66039/26]",Health,the minister for health the measures being taken to address pressure on primary care services in arklow whether an assessment has been undertaken of gp capacity in the area the number of persons unable to register with a gp in arklow and the plans if any to expand staffing and service provision at arklow primary care centre in order to reduce dependence on services outside the town 66039 26,2026-09-17,written,347,66039/26,Fionntán Ó Súilleabháin,FIONNTÁN Ó SÚILLEABHÁIN,en,"To ask the Minister for Health the measures being taken to address pressure on primary care services in Arklow; whether an assessment has been undertaken of GP capacity in the area; the number of persons unable to register with a GP in Arklow; and the plans, if any, to expand staffing and service provision at Arklow Primary Care Centre in order to reduce dependence on services outside the town.",Health,1469,1471
"348. Deputy Fionntán Ó Súilleabháin asked the Minister for Health to clarify which services listed by the HSE as being available through Arklow Primary Care Centre are physically delivered from the centre on a regular basis; the frequency with which each service operates from the facility; whether any listed services currently operate on a part-time, outreach or occasional basis only; and whether any listed services are not presently operating from the centre despite being advertised as available there. [66038/26]",Health,the minister for health to clarify which services listed by the hse as being available through arklow primary care centre are physically delivered from the centre on a regular basis the frequency with which each service operates from the facility whether any listed services currently operate on a part-time outreach or occasional basis only and whether any listed services are not presently operating from the centre despite being advertised as available there 66038 26,2026-09-17,written,348,66038/26,Fionntán Ó Súilleabháin,FIONNTÁN Ó SÚILLEABHÁIN,en,"To ask the Minister for Health to clarify which services listed by the HSE as being available through Arklow Primary Care Centre are physically delivered from the centre on a regular basis; the frequency with which each service operates from the facility; whether any listed services currently operate on a part-time, outreach or occasional basis only; and whether any listed services are not presently operating from the centre despite being advertised as available there.",Health,1473,1475
"349. Deputy Fionntán Ó Súilleabháin asked the Minister for Health the number of school-aged children in the Arklow area who received routine HSE dental screening and examinations in each of the years 2024, 2025 and to date in 2026; the number currently awaiting dental assessment or treatment; the average waiting times involved; the locations where children are being referred when services are unavailable in Arklow; and the steps being taken to restore accessible routine public dental services for children in the area. [66037/26]",Health,the minister for health the number of school-aged children in the arklow area who received routine hse dental screening and examinations in each of the years 2024 2025 and to date in 2026 the number currently awaiting dental assessment or treatment the average waiting times involved the locations where children are being referred when services are unavailable in arklow and the steps being taken to restore accessible routine public dental services for children in the area 66037 26,2026-09-17,written,349,66037/26,Fionntán Ó Súilleabháin,FIONNTÁN Ó SÚILLEABHÁIN,en,"To ask the Minister for Health the number of school-aged children in the Arklow area who received routine HSE dental screening and examinations in each of the years 2024, 2025 and to date in 2026; the number currently awaiting dental assessment or treatment; the average waiting times involved; the locations where children are being referred when services are unavailable in Arklow; and the steps being taken to restore accessible routine public dental services for children in the area.",Health,1477,1479
"350. Deputy Fionntán Ó Súilleabháin asked the Minister for Health the capacity and availability of children's early intervention services in Arklow Primary Care Centre; the number of full-time equivalent staff providing occupational therapy, speech and language therapy, physiotherapy and psychology services for children; the number of children currently awaiting assessment and treatment; the average waiting times involved; and the measures being taken to ensure children in Arklow can access these services within their own community. [66035/26]",Health,the minister for health the capacity and availability of children s early intervention services in arklow primary care centre the number of full-time equivalent staff providing occupational therapy speech and language therapy physiotherapy and psychology services for children the number of children currently awaiting assessment and treatment the average waiting times involved and the measures being taken to ensure children in arklow can access these services within their own community 66035 26,2026-09-17,written,350,66035/26,Fionntán Ó Súilleabháin,FIONNTÁN Ó SÚILLEABHÁIN,en,"To ask the Minister for Health the capacity and availability of children's early intervention services in Arklow Primary Care Centre; the number of full-time equivalent staff providing occupational therapy, speech and language therapy, physiotherapy and psychology services for children; the number of children currently awaiting assessment and treatment; the average waiting times involved; and the measures being taken to ensure children in Arklow can access these services within their own community.",Health,1481,1483
"351. Deputy Fionntán Ó Súilleabháin asked the Minister for Health the number of children resident in the Arklow area who were required to attend appointments outside Arklow during 2025 and to date in 2026 for occupational therapy, speech and language therapy, physiotherapy, psychology, dietetic services, diagnostic investigations and other primary care services; the locations to which those children were referred, including Wicklow Town, Bray, Rathdrum, Wexford and Waterford; and the reasons such appointments could not be provided in Arklow. [66034/26]",Health,the minister for health the number of children resident in the arklow area who were required to attend appointments outside arklow during 2025 and to date in 2026 for occupational therapy speech and language therapy physiotherapy psychology dietetic services diagnostic investigations and other primary care services the locations to which those children were referred including wicklow town bray rathdrum wexford and waterford and the reasons such appointments could not be provided in arklow 66034 26,2026-09-17,written,351,66034/26,Fionntán Ó Súilleabháin,FIONNTÁN Ó SÚILLEABHÁIN,en,"To ask the Minister for Health the number of children resident in the Arklow area who were required to attend appointments outside Arklow during 2025 and to date in 2026 for occupational therapy, speech and language therapy, physiotherapy, psychology, dietetic services, diagnostic investigations and other primary care services; the locations to which those children were referred, including Wicklow Town, Bray, Rathdrum, Wexford and Waterford; and the reasons such appointments could not be provided in Arklow.",Health,1485,1487
"352. Deputy Fionntán Ó Súilleabháin asked the Minister for Health to provide a detailed breakdown of services currently operating from Arklow Primary Care Centre, County Wicklow; the number of full-time equivalent staff assigned to each service, including occupational therapy, speech and language therapy, physiotherapy, psychology, dietetics and nutrition, dental services, diagnostic and radiology services; the number of clinic sessions delivered by each service per week at the centre; and the current waiting list and average waiting time for each service. [66032/26]",Health,the minister for health to provide a detailed breakdown of services currently operating from arklow primary care centre county wicklow the number of full-time equivalent staff assigned to each service including occupational therapy speech and language therapy physiotherapy psychology dietetics and nutrition dental services diagnostic and radiology services the number of clinic sessions delivered by each service per week at the centre and the current waiting list and average waiting time for each service 66032 26,2026-09-17,written,352,66032/26,Fionntán Ó Súilleabháin,FIONNTÁN Ó SÚILLEABHÁIN,en,"To ask the Minister for Health to provide a detailed breakdown of services currently operating from Arklow Primary Care Centre, County Wicklow; the number of full-time equivalent staff assigned to each service, including occupational therapy, speech and language therapy, physiotherapy, psychology, dietetics and nutrition, dental services, diagnostic and radiology services; the number of clinic sessions delivered by each service per week at the centre; and the current waiting list and average waiting time for each service.",Health,1489,1491
353. Deputy Pádraig Mac Lochlainn asked the Minister for Health if an update can be provided for an application (details supplied) submitted in April for reimbursement under the Northern Ireland planned healthcare scheme. [66058/26],Health,the minister for health if an update can be provided for an application details supplied submitted in april for reimbursement under the northern ireland planned healthcare scheme 66058 26,2026-09-17,written,353,66058/26,Pádraig Mac Lochlainn,PÁDRAIG MAC LOCHLAINN,en,To ask the Minister for Health if an update can be provided for an application (details supplied) submitted in April for reimbursement under the Northern Ireland planned healthcare scheme.,Health,1493,1495
354. Deputy Emer Currie asked the Minister for Health to ensure additional car parking is included in any future developments on the Connolly Hospital campus. [66048/26],Health,the minister for health to ensure additional car parking is included in any future developments on the connolly hospital campus 66048 26,2026-09-17,written,354,66048/26,Emer Currie,EMER CURRIE,en,To ask the Minister for Health to ensure additional car parking is included in any future developments on the Connolly Hospital campus.,Health,1497,1499
355. Deputy Naoise Ó Muirí asked the Minister for Health if she is aware of the requirement for sleep apnoea patients to submit monthly CPAP reimbursement claims by post and receive repayments by cheque; and whether consideration is being given to introducing a digital claims and payment system. [66087/26],Health,the minister for health if she is aware of the requirement for sleep apnoea patients to submit monthly cpap reimbursement claims by post and receive repayments by cheque and whether consideration is being given to introducing a digital claims and payment system 66087 26,2026-09-17,written,355,66087/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,To ask the Minister for Health if she is aware of the requirement for sleep apnoea patients to submit monthly CPAP reimbursement claims by post and receive repayments by cheque; and whether consideration is being given to introducing a digital claims and payment system.,Health,1501,1503
356. Deputy Michael Cahill asked the Minister for Health to urgently allow nursing home care for a person (details supplied); and if she will make a statement on the matter. [66119/26],Health,the minister for health to urgently allow nursing home care for a person details supplied and 66119 26,2026-09-17,written,356,66119/26,Michael Cahill,MICHAEL CAHILL,en,To ask the Minister for Health to urgently allow nursing home care for a person (details supplied); and if she will make a statement on the matter.,Health,1505,1507
357. Deputy Cormac Devlin asked the Minister for Health to provide an update on an ongoing industrial dispute (details supplied). [66084/26],Health,the minister for health to provide an update on an ongoing industrial dispute details supplied 66084 26,2026-09-17,written,357,66084/26,Cormac Devlin,CORMAC DEVLIN,en,To ask the Minister for Health to provide an update on an ongoing industrial dispute (details supplied).,Health,1509,1511
358. Deputy Cormac Devlin asked the Minister for Health the number of outstanding legal actions involving a medication (details supplied) and associated costs paid from 2018 to 1 July 2026. [66063/26],Health,the minister for health the number of outstanding legal actions involving a medication details supplied and associated costs paid from 2018 to 1 july 2026 66063 26,2026-09-17,written,358,66063/26,Cormac Devlin,CORMAC DEVLIN,en,To ask the Minister for Health the number of outstanding legal actions involving a medication (details supplied) and associated costs paid from 2018 to 1 July 2026.,Health,1513,1515
359. Deputy Donna Mcgettigan asked the Minister for Health if her Department has assessed the funding required to provide free access to ICS-formoterol combination inhalers when prescribed as maintenance and reliever therapy (MART); and if funding will be provided in Budget 2027 to reduce the financial barriers faced by people with asthma in accessing this treatment. [66122/26],Health,the minister for health if her department has assessed the funding required to provide free access to ics-formoterol combination inhalers when prescribed as maintenance and reliever therapy mart and if funding will be provided in budget 2027 to reduce the financial barriers faced by people with asthma in accessing this treatment 66122 26,2026-09-17,written,359,66122/26,Donna Mcgettigan,DONNA MCGETTIGAN,en,To ask the Minister for Health if her Department has assessed the funding required to provide free access to ICS-formoterol combination inhalers when prescribed as maintenance and reliever therapy (MART); and if funding will be provided in Budget 2027 to reduce the financial barriers faced by people with asthma in accessing this treatment.,Health,1517,1519
360. Deputy Peadar Tóibín asked the Minister for Health the amount the State has paid out over each of the last ten years for misdiagnosis of cancer patients. [66138/26],Health,the minister for health the amount the state has paid out over each of the last ten years for misdiagnosis of cancer patients 66138 26,2026-09-17,written,360,66138/26,Peadar Tóibín,PEADAR TÓIBÍN,en,To ask the Minister for Health the amount the State has paid out over each of the last ten years for misdiagnosis of cancer patients.,Health,1521,1523
361. Deputy John Paul O'Shea asked the Minister for Health for an up to date financial position for the HSE South West area in accordance with Budget 2026. [66133/26],Health,the minister for health for an up to date financial position for the hse south west area in accordance with budget 2026 66133 26,2026-09-17,written,361,66133/26,John Paul O'Shea,JOHN PAUL O'SHEA,en,To ask the Minister for Health for an up to date financial position for the HSE South West area in accordance with Budget 2026.,Health,1525,1527
362. Deputy John Paul O'Shea asked the Minister for Health if she can give a breakdown of the post approved by the HSE South West during 2026; and to provide a breakdown per category of post and location. [66130/26],Health,the minister for health if she can give a breakdown of the post approved by the hse south west during 2026 and to provide a breakdown per category of post and location 66130 26,2026-09-17,written,362,66130/26,John Paul O'Shea,JOHN PAUL O'SHEA,en,To ask the Minister for Health if she can give a breakdown of the post approved by the HSE South West during 2026; and to provide a breakdown per category of post and location.,Health,1529,1531
"363. Deputy Seán Ó Fearghaíl asked the Minister for Health whether the oncology nurse coordinator post at Naas General Hospital has been discontinued, reassigned or reconfigured; the reasons for any such decision; whether a clinical or service impact assessment was carried out in advance; the arrangements currently in place for the coordination of care for oncology patients attending the hospital; and whether staffing shortages or recruitment delays are affecting oncology services. [66143/26]",Health,the minister for health whether the oncology nurse coordinator post at naas general hospital has been discontinued reassigned or reconfigured the reasons for any such decision whether a clinical or service impact assessment was carried out in advance the arrangements currently in place for the coordination of care for oncology patients attending the hospital and whether staffing shortages or recruitment delays are affecting oncology services 66143 26,2026-09-17,written,363,66143/26,Seán Ó Fearghaíl,SEÁN Ó FEARGHAÍL,en,"To ask the Minister for Health whether the oncology nurse coordinator post at Naas General Hospital has been discontinued, reassigned or reconfigured; the reasons for any such decision; whether a clinical or service impact assessment was carried out in advance; the arrangements currently in place for the coordination of care for oncology patients attending the hospital; and whether staffing shortages or recruitment delays are affecting oncology services.",Health,1533,1535
"364. Deputy Seán Ó Fearghaíl asked the Minister for Health if she is aware of concerns raised by patients and families affected by phenylketonuria (PKU) regarding access to a medicinal product (details supplied); if the product has been assessed, or is under assessment, for reimbursement and availability in Ireland; the current status of any application for pricing and reimbursement of this treatment; and the timeline envisaged for a decision on patient access [66142/26]",Health,the minister for health if she is aware of concerns raised by patients and families affected by phenylketonuria pku regarding access to a medicinal product details supplied if the product has been assessed or is under assessment for reimbursement and availability in ireland the current status of any application for pricing and reimbursement of this treatment and the timeline envisaged for a decision on patient access 66142 26,2026-09-17,written,364,66142/26,Seán Ó Fearghaíl,SEÁN Ó FEARGHAÍL,en,"To ask the Minister for Health if she is aware of concerns raised by patients and families affected by phenylketonuria (PKU) regarding access to a medicinal product (details supplied); if the product has been assessed, or is under assessment, for reimbursement and availability in Ireland; the current status of any application for pricing and reimbursement of this treatment; and the timeline envisaged for a decision on patient access",Health,1537,1539
365. Deputy Marie Sherlock asked the Minister for Health the name of each cancer specific drug currently being administered with the support of private insurance in acute hospitals. [66175/26],Health,the minister for health the name of each cancer specific drug currently being administered with the support of private insurance in acute hospitals 66175 26,2026-09-17,written,365,66175/26,Marie Sherlock,MARIE SHERLOCK,en,To ask the Minister for Health the name of each cancer specific drug currently being administered with the support of private insurance in acute hospitals.,Health,1541,1543
366. Deputy Pádraig Rice asked the Minister for Health if there is the option of availing of a private consultation with a consultant psychiatrist in any of the specialist perinatal mental health hub teams; and if a fee paying service for semi-private and private patients is permitted under the Specialist Perinatal Mental Health Model of Care. [66174/26],Health,the minister for health if there is the option of availing of a private consultation with a consultant psychiatrist in any of the specialist perinatal mental health hub teams and if a fee paying service for semi-private and private patients is permitted under the specialist perinatal mental health model of care 66174 26,2026-09-17,written,366,66174/26,Pádraig Rice,PÁDRAIG RICE,en,To ask the Minister for Health if there is the option of availing of a private consultation with a consultant psychiatrist in any of the specialist perinatal mental health hub teams; and if a fee paying service for semi-private and private patients is permitted under the Specialist Perinatal Mental Health Model of Care.,Health,1545,1547
